apple,205
armchair,98
backpack,202
banana,218
bed,78
book,270
bottle,391
bus,3
car,475
carrot,394
cell phone,308
chair,496
computer,478
cup,175
display,241
door,374
fork,463
hair drier,123
keyboard,273
knife,229
laptop,217
microwave,135
mouse,212
orange,159
oven,22
person,86
plate,232
refrigerator,44
scissors,12
stairs,194
traffic light,2
сup,2
